,edit_count,sentiment,neg_sentiment
2021-01-01,0.8666666666666667,-0.17952477534612019,0.2944444444444444
2021-01-02,0.8333333333333334,-0.14755931496620178,0.2611111111111111
2021-01-03,0.8333333333333334,-0.14755931496620178,0.2611111111111111
2021-01-04,0.8333333333333334,-0.14755931496620178,0.2611111111111111
2021-01-05,0.8666666666666667,-0.15023691058158875,0.2611111111111111
2021-01-06,0.8666666666666667,-0.15023691058158875,0.2611111111111111
2021-01-07,0.5333333333333333,-0.14966096878051757,0.24444444444444444
2021-01-08,0.4666666666666667,-0.17168186042043898,0.25555555555555554
2021-01-09,0.4666666666666667,-0.17168186042043898,0.25555555555555554
2021-01-10,0.4666666666666667,-0.17168186042043898,0.25555555555555554
2021-01-11,0.4666666666666667,-0.17168186042043898,0.25555555555555554
2021-01-12,0.4666666666666667,-0.17168186042043898,0.25555555555555554
2021-01-13,0.4,-0.14108384185367162,0.2222222222222222
2021-01-14,0.43333333333333335,-0.173252715004815,0.25555555555555554
2021-01-15,0.5,-0.1743113550874922,0.2722222222222222
2021-01-16,0.5,-0.1743113550874922,0.2722222222222222
2021-01-17,0.5,-0.1743113550874922,0.2722222222222222
2021-01-18,0.5,-0.17394658856921727,0.2722222222222222
2021-01-19,0.43333333333333335,-0.1965543488661448,0.2833333333333333
2021-01-20,0.43333333333333335,-0.1965543488661448,0.2833333333333333
2021-01-21,0.4666666666666667,-0.1711848626534144,0.26666666666666666
2021-01-22,0.4666666666666667,-0.1711848626534144,0.26666666666666666
2021-01-23,0.43333333333333335,-0.1378655860821406,0.23333333333333334
2021-01-24,0.5333333333333333,-0.14921553168031906,0.2555555555555556
2021-01-25,0.6,-0.21513286928335826,0.28888888888888886
2021-01-26,0.6666666666666666,-0.17177607980039383,0.26666666666666666
2021-01-27,0.6666666666666666,-0.17177607980039383,0.26666666666666666
2021-01-28,0.6666666666666666,-0.17177607980039383,0.26666666666666666
2021-01-29,0.7,-0.20502649512555862,0.3
2021-01-30,0.7666666666666667,-0.23616960412926144,0.3333333333333333
2021-01-31,0.7333333333333333,-0.20302597251203325,0.3
2021-02-01,0.7333333333333333,-0.20302597251203325,0.3
2021-02-02,0.8333333333333334,-0.1940855446789,0.3111111111111111
2021-02-03,0.8666666666666667,-0.2273430350753996,0.34444444444444444
2021-02-04,0.8,-0.2572170101934009,0.34444444444444444
2021-02-05,0.8333333333333334,-0.290444525414043,0.3777777777777778
2021-02-06,0.8333333333333334,-0.290444525414043,0.3777777777777778
2021-02-07,0.8,-0.25715330673588643,0.34444444444444444
2021-02-08,1.0,-0.2458659940295749,0.3555555555555555
2021-02-09,1.1,-0.27622302969296775,0.3888888888888889
2021-02-10,1.1333333333333333,-0.3095342953999837,0.4222222222222222
2021-02-11,1.1333333333333333,-0.3095342953999837,0.4222222222222222
2021-02-12,1.1666666666666667,-0.3427352587381999,0.45555555555555555
2021-02-13,1.1333333333333333,-0.31056638558705646,0.4222222222222222
2021-02-14,1.0666666666666667,-0.30950774550437926,0.40555555555555556
2021-02-15,1.2,-0.3261518026391665,0.4305555555555555
2021-02-16,1.2,-0.3261518026391665,0.4305555555555555
2021-02-17,1.1666666666666667,-0.2932695413629214,0.3972222222222222
2021-02-18,1.1333333333333333,-0.2599470044175784,0.3638888888888889
2021-02-19,1.2333333333333334,-0.23019033786323334,0.3638888888888889
2021-02-20,1.2333333333333334,-0.22127703345484204,0.3638888888888889
2021-02-21,1.3666666666666667,-0.2215538106030888,0.38055555555555554
2021-02-22,1.4666666666666666,-0.2546389223800765,0.41388888888888886
2021-02-23,1.7333333333333334,-0.2395899443162812,0.40681818181818186
2021-02-24,1.7,-0.23577665007776683,0.4068181818181818
2021-02-25,1.6,-0.24640005479256313,0.39570707070707073
2021-02-26,1.6,-0.24640005479256313,0.39570707070707073
2021-02-27,1.6,-0.24640005479256313,0.39570707070707073
2021-02-28,1.5666666666666667,-0.21314963946739832,0.36237373737373735
2021-03-01,1.5666666666666667,-0.18243779987096786,0.3457070707070707
2021-03-02,1.6333333333333333,-0.18402798126141232,0.36237373737373735
2021-03-03,1.6333333333333333,-0.18402798126141232,0.36237373737373735
2021-03-04,1.5333333333333334,-0.19296840909454555,0.3512626262626262
2021-03-05,1.5,-0.15971091869804593,0.3179292929292929
2021-03-06,1.5666666666666667,-0.15986751003397834,0.33459595959595956
2021-03-07,1.5333333333333334,-0.12663999481333627,0.30126262626262623
2021-03-08,1.5333333333333334,-0.12663999481333627,0.30126262626262623
2021-03-09,1.5666666666666667,-0.15987799250417287,0.33459595959595956
2021-03-10,1.3666666666666667,-0.1711653052104844,0.3234848484848485
2021-03-11,1.2666666666666666,-0.1408082695470916,0.29015151515151516
2021-03-12,1.2666666666666666,-0.1406298052933481,0.2901515151515151
2021-03-13,1.3,-0.17035205082760915,0.32348484848484843
2021-03-14,1.3,-0.17045084552632436,0.32348484848484843
2021-03-15,1.3,-0.17045084552632436,0.32348484848484843
2021-03-16,1.3666666666666667,-0.2033087205555704,0.35681818181818176
2021-03-17,1.2333333333333334,-0.18666466342078314,0.3318181818181818
2021-03-18,1.2666666666666666,-0.21914236413107976,0.3651515151515151
2021-03-19,1.2666666666666666,-0.21914236413107976,0.3651515151515151
2021-03-20,1.2666666666666666,-0.21914236413107976,0.3651515151515151
2021-03-21,1.2333333333333334,-0.2541610678037008,0.3818181818181818
2021-03-22,1.2333333333333334,-0.2654110809167226,0.3818181818181818
2021-03-23,1.1333333333333333,-0.29843827784061433,0.39848484848484844
2021-03-24,1.0333333333333334,-0.26535316606362663,0.3651515151515151
2021-03-25,0.7,-0.24693653086821238,0.35
2021-03-26,0.6333333333333333,-0.21742636958758035,0.31666666666666665
2021-03-27,0.6333333333333333,-0.21742636958758035,0.31666666666666665
2021-03-28,0.9,-0.24336263115207354,0.3458333333333333
2021-03-29,0.9666666666666667,-0.24342398221294084,0.3625
